,Recency,Frequency,Monetary
1258,1,210,15610.390000000001
1259,20,56,225.36
1260,124,4,260.25
1261,65,6,92.46
1262,106,10,725.6400000000001
1263,1,1088,8152.71
1264,24,283,6211.66
1265,267,8,183.6
1266,5,202,6140.42
1267,10,111,10464.85
1268,29,77,1334.34
1269,267,7,152.55
1270,64,52,374.7
1271,320,24,265.85
1272,4,323,1437.57
1273,32,13,151.04
1274,5,43,942.26
1275,129,44,118.67
1276,41,42,499.41999999999996
1277,102,65,1049.37
1278,125,12,375.1
1279,33,4,45.599999999999994
1280,302,150,921.62
1281,365,29,182.25
1282,4,177,1002.9
1283,2,448,4421.29
1284,3,68,191.47
1285,10,589,50491.81
1286,57,13,158.75
1287,325,1,76.32000000000001
1288,8,214,4076.91
1289,12,100,433.86
1290,4,5111,65164.79
1291,37,21,147.35
1292,16,250,3104.17
1293,138,25,191.95000000000002
1294,74,35,5976.79
1295,5,58,1105.8799999999999
1296,155,21,216.20999999999998
1297,239,74,1266.23
1298,52,123,2703.23
1299,31,34,597.91
1300,73,9,144.2
1301,4,156,5683.15
1302,14,10,692.85
1303,23,160,2915.15
1304,4,34,1840.42
1305,274,15,386.53
1306,20,72,1382.74
1307,144,3,90.0
1308,4,159,2780.15
1309,84,5,419.58000000000004
1310,11,166,2720.63
1311,8,15,706.1300000000001
1312,123,44,709.71
1313,61,46,637.5
1314,2,52,1123.8600000000001
1315,319,66,480.91
1316,2,200,3586.0299999999997
1317,130,28,605.64
1318,2,134,4690.31
1319,2,46,965.8800000000001
1320,46,26,415.82
1321,4,66,935.05
1322,3,40,915.13
1323,373,22,311.81
1324,134,7,115.8
1325,47,11,3742.2
1326,9,210,4191.0
1327,78,5,483.4
1328,234,3,157.2
1329,221,28,446.62
1330,36,26,658.64
1331,75,49,621.29
1332,239,52,1345.62
1333,266,6,118.75
1334,10,1395,117210.08
1335,20,46,424.89000000000004
1336,40,41,507.66
1337,20,1175,4630.35
1338,216,104,1097.6200000000001
1339,174,25,289.36
1340,87,52,2445.91
1341,71,29,1631.77
1342,276,24,120.44
1343,39,50,562.59
1344,98,58,363.79
1345,11,29,450.84
1346,33,26,134.46
1347,60,149,3222.3
1348,297,31,576.9000000000001
1349,86,41,549.46
1350,9,318,1600.26
1351,41,157,701.57
1352,11,240,4748.52
1353,67,24,452.89
1354,331,3,197.65
1355,31,65,2054.36
1356,2,265,4654.08
1357,2,259,4684.76
1358,68,42,853.39
1359,5,579,11349.52
1360,202,7,1012.0
1361,107,6,335.52
1362,18,39,701.4
1363,218,2,185.39999999999998
1364,60,37,747.44
1365,2,39,150.61
1366,17,24,466.7
1367,239,20,328.15999999999997
1368,95,10,151.74
1369,11,87,2073.43
1370,106,102,1905.8400000000001
1371,53,112,2241.1
1372,90,9,1070.48
1373,31,67,1004.38
1374,12,108,1789.72
1375,3,59,1839.3
1376,2,100,2004.98
1377,43,12,169.48000000000002
1378,4,7,89.94
1379,247,21,632.4
1380,42,193,3432.8
1381,177,41,683.17
1382,92,60,991.13
1383,110,113,1009.73
1384,29,66,2214.79
1385,26,175,3350.96
1386,52,40,1547.2
1387,184,50,925.71
1388,43,115,2048.07
1389,49,35,1462.72
1390,22,147,754.12
1391,75,79,3144.86
1392,81,15,490.86
1393,373,9,161.0
1394,326,8,146.85
1395,43,112,2380.85
1396,30,42,890.34
1397,184,10,213.70000000000002
1398,235,16,280.55
1399,9,141,2588.77
1400,220,108,1693.45
1401,111,75,1474.06
1402,278,20,136.76999999999998
1403,318,8,302.58
1404,7,111,1904.05
1405,2,78,2879.7000000000003
1406,260,53,969.0600000000001
1407,64,106,3099.7200000000003
1408,9,111,12669.98
1409,142,5,120.0
1410,51,52,1163.45
1411,8,143,2618.23
1412,155,17,333.97
1413,109,31,530.18
1414,163,55,1516.24
1415,332,29,492.65000000000003
1416,226,10,112.32
1417,74,33,437.96
1418,51,29,559.97
1419,99,64,1119.74
1420,15,222,4188.0
1421,197,8,134.04
1422,3,154,3701.44
1423,31,32,595.25
1424,21,27,1910.01
1425,24,280,4628.75
1426,8,9,176.63
1427,213,16,426.6
1428,9,47,911.26
1429,11,101,2314.65
1430,2,237,3883.25
1431,8,100,4871.93
1432,3,61,1046.56
1433,40,5,166.20000000000002
1434,18,62,1305.33
1435,8,1637,51527.3
1436,8,143,3965.62
1437,19,3,43.2
1438,117,13,640.14
1439,223,17,383.45
1440,71,105,1858.96
1441,51,33,2093.32
1442,89,180,2995.72
1443,8,117,2352.53
1444,243,20,310.26
1445,47,87,1611.59
1446,107,8,120.0
1447,45,101,2481.13
1448,65,24,508.58000000000004
1449,207,31,477.79
1450,11,123,1530.75
1451,115,36,605.0600000000001
1452,242,8,183.85
1453,163,12,311.65
1454,17,258,4975.24
1455,124,28,462.65999999999997
1456,23,25,840.21
1457,68,15,415.2
1458,17,162,2552.21
1459,16,60,454.86
1460,17,90,1614.91
1461,161,31,588.22
1462,243,14,309.52
1463,219,6,134.7
1464,45,128,2166.98
1465,21,21,668.5600000000001
1466,127,71,889.9300000000001
1467,39,6,108.97999999999999
1468,121,60,1021.58
1469,260,18,409.57
1470,10,31,133.5
1471,274,18,282.93
1472,165,1,51.0
1473,157,47,1078.96
1474,215,6,90.6
1475,6,9,163.62
1476,366,11,174.4
1477,80,33,701.23
1478,43,40,225.12
1479,19,55,912.18
1480,32,117,2118.03
1481,22,37,151.5
1482,109,69,3717.35
1483,8,521,9227.82
1484,320,8,155.0
1485,295,4,100.5
1486,358,4,76.55
1487,185,66,235.56
1488,191,11,617.05
1489,44,46,348.1
1490,52,56,202.68
1491,26,126,615.49
1492,38,59,1247.69
1493,9,14,202.11
1494,297,7,142.4
1495,33,139,1727.6
1496,10,186,3212.84
1497,65,45,1043.46
1498,10,284,4642.57
1499,218,5,67.95
1500,2,348,3479.91
1501,65,73,487.99
1502,3,87,2612.96
1503,149,25,574.7
1504,4,182,4051.48
1505,130,20,1475.81
1506,34,100,1449.32
1507,119,8,156.75
1508,107,73,2157.73
1509,11,106,2599.03
1510,71,54,2059.4500000000003
1511,92,190,1100.27
1512,311,14,1063.0
1513,43,43,770.03
1514,362,22,121.05
1515,92,97,1496.98
1516,1,579,5855.57
1517,22,14,490.22
1518,4,124,1937.25
1519,11,202,1051.79
1520,99,29,387.52
1521,57,27,813.11
1522,1,222,4263.64
1523,218,3,265.2
1524,18,1,322.08
1525,24,224,4481.67
1526,50,17,363.34000000000003
1527,7,137,1224.06
1528,303,17,470.36
1529,10,377,2248.5
1530,22,12,1372.8
1531,99,9,89.06
1532,366,5,63.0
1533,306,9,131.9
1534,320,32,2661.24
1535,8,55,2357.6800000000003
1536,1,51,1712.89
1537,205,63,1589.82
1538,54,93,1420.2
1539,1,277,1010.35
1540,19,70,1163.23
1541,9,20,375.35
1542,19,250,885.8
1543,181,40,483.25
1544,60,105,643.9
1545,11,60,259.05
1546,190,22,119.93
1547,5,947,3017.28
1548,311,4,113.64
1549,155,37,1837.92
1550,110,16,434.34
1551,148,180,2103.06
1552,66,233,1980.57
1553,98,6,529.62
1554,247,123,1038.44
1555,29,72,2272.4
1556,18,89,596.26
1557,12,43,461.19
1558,104,265,1852.67
1559,74,7,234.34000000000003
1560,46,29,547.66
1561,72,42,925.85
1562,257,17,193.0
1563,20,10,1309.6
1564,254,18,316.25
1565,11,13,279.05
1566,165,30,636.51
1567,18,137,2022.81
1568,282,9,137.1
1569,50,14,321.92
1570,39,46,162.8
1571,27,140,1165.48
1572,68,46,1064.28
1573,207,30,463.38
1574,175,17,340.93
1575,7,120,2383.2400000000002
1576,26,7,139.56
1577,51,6,123.8
1578,312,19,538.8100000000001
1579,309,29,475.37
1580,43,193,1957.32
1581,26,190,808.44
1582,88,7,356.85
1583,184,10,251.21
1584,20,608,2429.83
1585,3,164,3543.26
1586,47,107,673.26
1587,17,785,5859.43
1588,17,295,1960.65
1589,24,95,1367.88
1590,22,55,268.05
1591,11,68,1314.81
1592,188,23,275.28
1593,101,12,455.59000000000003
1594,61,69,990.2
1595,18,98,2076.89
1596,33,18,330.45
1597,64,16,174.37
1598,2,4,270.6
1599,24,17,974.54
1600,108,12,241.09
1601,32,197,1843.83
1602,20,282,4215.9
1603,3,971,8507.13
1604,37,18,364.21999999999997
1605,60,213,578.61
1606,26,213,2862.11
1607,236,64,932.85
1608,25,62,1949.72
1609,3,508,4397.3
1610,60,328,2854.84
1611,260,18,170.95
1612,58,10,355.56
1613,65,19,388.25
1614,16,32,537.48
1615,10,71,952.66
1616,59,105,1453.35
1617,186,5,103.25
1618,29,71,3599.73
1619,24,111,2004.3
1620,5,397,2573.93
1621,4,355,3974.75
1622,151,4,652.8
1623,311,56,289.24
1624,11,47,757.37
1625,18,10,186.23
1626,152,57,164.22
1627,19,113,859.27
1628,10,203,2279.4900000000002
1629,57,19,312.54
1630,85,16,788.38
1631,7,74,2237.77
1632,76,69,1080.76
1633,4,419,5006.77
1634,96,127,3099.12
1635,111,4,1432.0
1636,57,33,1530.3600000000001
1637,1,12,227.39
1638,281,29,218.06
1639,3,262,2804.54
1640,180,227,1639.82
1641,372,1,35.400000000000006
1642,13,123,859.71
1643,3,24,168.63
1644,17,17,138.6
1645,41,6,114.11
1646,6,302,986.96
1647,169,98,1033.06
1648,50,29,157.05
1649,277,19,237.36
1650,19,371,1580.29
1651,372,3,39.75
1652,15,176,1320.21
1653,35,158,557.94
1654,22,151,617.15
1655,7,52,363.33
1656,20,102,1740.6
1657,11,47,866.24
1658,44,50,221.97
1659,306,25,393.33000000000004
1660,11,7,213.96
1661,275,2,660.0
1662,1,2677,12076.15
1663,16,81,16209.5
1664,4,20,1785.15
1665,72,4,601.56
1666,243,3,406.08000000000004
1667,9,16,553.44
1668,246,20,394.44
1669,206,26,412.78000000000003
1670,1,92,1788.3600000000001
1671,185,21,320.58000000000004
1672,32,133,886.7
1673,57,13,225.85
1674,196,53,899.63
1675,24,122,2791.27
1676,91,24,671.96
1677,4,150,955.26
1678,51,41,1006.98
1679,263,8,114.56
1680,266,20,344.90000000000003
1681,36,28,609.85
1682,51,16,443.6
1683,52,172,2984.49
1684,24,105,2107.38
1685,22,7,110.46
1686,59,2,96.12
1687,170,31,693.8100000000001
1688,68,26,830.76
1689,157,30,597.09
1690,2,2080,280206.02
1691,201,28,236.04000000000002
1692,5,186,1402.59
1693,67,101,653.75
1694,77,29,114.18
1695,1,234,1926.65
1696,8,49,1932.23
1697,169,80,291.05
1698,18,126,848.22
1699,5,29,247.15
1700,9,253,2529.93
1701,87,30,285.74
1702,27,4,107.95
1703,29,157,741.37
1704,20,98,636.24
1705,61,90,1835.7
1706,24,14,195.25
1707,11,567,9175.04
1708,242,166,1259.24
1709,280,123,392.86
1710,235,61,765.55
1711,3,74,1736.4
1712,16,97,596.36
1713,31,42,2548.2400000000002
1714,25,258,28754.11
1715,71,7,498.95
1716,188,2,52.0
1717,26,390,1201.51
1718,107,15,628.38
1719,8,324,5579.1
1720,209,13,112.8
1721,44,48,355.05
1722,31,71,2114.33
1723,137,68,591.55
1724,265,8,172.9
1725,4,130,2078.95
1726,218,22,188.60999999999999
1727,2,200,1217.27
1728,214,8,109.13000000000001
1729,32,112,2195.1
1730,11,327,2526.09
1731,1,342,3251.79
1732,15,22,318.17
1733,11,393,1493.96
1734,199,1,179.0
1735,3,28,1126.37
1736,15,196,4921.04
1737,14,136,599.48
1738,10,345,2839.62
1739,29,25,917.07
1740,9,338,2662.2
1741,24,10,160.19
1742,25,71,867.38
1743,43,51,307.51
1744,2,235,1581.84
1745,6,37,663.81
1746,147,28,180.42000000000002
1747,10,259,1122.3600000000001
1748,25,47,655.58
1749,274,10,268.58
1750,374,71,313.49
1751,1,462,1897.57
1752,47,45,380.02
1753,8,147,2702.4900000000002
1754,16,202,9585.91
1755,4,194,6065.69
1756,4,17,1164.55
1757,43,54,1314.45
1758,4,60,3902.28
1759,197,89,1448.21
1760,12,59,1400.34
1761,16,26,1099.98
1762,113,69,1220.26
1763,249,18,328.2
1764,29,89,1415.75
1765,44,5,389.64
1766,87,30,563.15
1767,45,41,638.05
1768,10,235,5010.28
1769,15,38,738.96
1770,75,19,420.5
1771,145,71,1484.06
1772,5,102,1625.97
1773,297,5,89.2
1774,59,11,255.9
1775,264,21,300.52
1776,47,6,278.3
1777,29,39,254.11
1778,8,135,2473.37
1779,17,5,192.60000000000002
1780,3,1062,10416.98
1781,232,52,876.42
1782,112,9,139.26
1783,58,60,1011.9
1784,51,117,2538.3
1785,127,35,730.86
1786,281,41,386.15
1787,55,27,447.68
1788,320,6,200.10000000000002
1789,26,15,289.99
1790,10,3,77.4
1791,7,30,679.4399999999999
1792,29,6,197.64
1793,17,46,745.06
1794,64,2,6.2
1795,21,14,228.99
1796,3,80,1319.91
1797,166,6,131.45000000000002
1798,1,1132,7975.49
1799,53,12,173.74
1800,51,13,157.7
1801,48,383,4331.79
1802,61,57,189.34
1803,162,44,845.55
1804,9,12,353.27
1805,15,46,546.4
1806,75,11,193.39000000000001
1807,40,231,2718.6
1808,41,254,2085.33
1809,370,29,152.88
1810,37,53,778.5
1811,197,4,271.85
1812,200,63,1110.34
1813,74,48,657.8
1814,64,13,272.07
1815,21,29,507.29
1816,367,2,48.800000000000004
1817,180,70,321.43
1818,10,29,1127.71
1819,4,120,2221.01
1820,197,17,2139.76
1821,29,42,697.55
1822,53,39,188.88
1823,18,67,1720.3
1824,10,6,102.44999999999999
1825,90,108,1649.5
1826,268,4,62.85
1827,53,138,3295.76
1828,44,145,2824.69
1829,64,130,3189.81
1830,149,13,309.4
1831,22,388,7930.54
1832,312,21,325.75
1833,23,28,511.35
1834,58,143,2836.69
1835,24,9,475.8
1836,78,126,2740.03
1837,119,20,645.65
1838,36,65,1290.53
1839,60,60,1173.12
1840,13,58,1353.74
1841,19,11,170.32
1842,52,6,125.79
1843,26,48,841.1999999999999
1844,29,11,266.76
1845,7,4,52.2
1846,11,99,14389.9
1847,186,36,710.28
1848,3,144,2953.59
1849,9,70,721.45
1850,262,13,327.25
1851,3,93,501.28000000000003
1852,210,28,519.68
1853,108,47,1465.3200000000002
1854,13,122,1476.09
1855,77,46,690.59
1856,20,17,255.4
1857,27,11,589.7
1858,19,53,761.59
1859,132,15,765.3199999999999
1860,253,18,364.8
1861,79,6,1862.0
1862,207,20,369.2
1863,336,10,135.9
1864,254,7,125.65
1865,148,33,554.38
1866,10,73,1237.8500000000001
1867,85,23,655.75
1868,8,498,11138.710000000001
1869,205,43,468.77000000000004
1870,8,55,1366.38
1871,23,109,1269.31
1872,11,96,1421.29
1873,26,20,332.66
1874,21,350,2795.33
1875,2,69,1025.44
1876,158,17,616.15
1877,3,165,3501.1
1878,74,9,277.8
1879,3,30,434.35
1880,1,5672,143711.17
1881,17,27,867.85
1882,36,87,1227.43
1883,91,12,307.48
1884,71,77,1268.98
1885,116,45,1610.15
1886,213,57,977.77
1887,30,78,1316.07
1888,51,44,749.1
1889,246,10,310.05
1890,32,11,223.88
1891,109,127,2362.96
1892,5,41,1257.68
1893,366,17,363.53
1894,82,87,1890.94
1895,297,10,1784.71
1896,34,364,8137.02
1897,57,34,1621.88
1898,30,170,5900.25
1899,14,3,100.9
1900,72,14,290.82
1901,23,63,1101.97
1902,19,19,371.2
1903,79,20,311.69
1904,60,138,8099.49
1905,25,54,285.67
1906,12,77,294.85
1907,253,12,58.49
1908,147,41,483.72999999999996
1909,64,59,695.42
1910,8,27,221.27
1911,11,312,7044.68
1912,271,5,126.7
1913,10,192,1472.34
1914,247,13,206.21
1915,96,81,596.09
1916,15,36,183.02
1917,50,6,463.8
1918,30,37,147.59
1919,68,34,1592.06
1920,35,155,1097.98
1921,128,18,114.77
1922,107,32,1314.45
1923,37,17,89.94
1924,57,11,279.94
1925,57,72,790.86
1926,72,214,1921.3700000000001
1927,246,8,102.12
1928,19,39,202.37
1929,198,83,292.01
1930,16,4,326.4
1931,212,40,334.54
1932,39,60,231.98000000000002
1933,46,26,546.1999999999999
1934,170,74,414.87
1935,48,77,490.52
1936,116,115,1641.76
1937,147,154,1220.77
1938,16,1112,6295.37
1939,51,132,480.38
1940,159,12,156.91
1941,12,180,1259.43
1942,36,20,308.94
1943,54,122,405.04
1944,43,33,257.67
1945,173,20,170.04
1946,34,20,125.58
1947,39,31,496.21000000000004
1948,267,66,252.81
1949,9,444,1871.77
1950,12,121,852.39
1951,3,553,6720.41
1952,10,152,1636.43
1953,33,67,361.96
1954,80,61,469.0
1955,31,35,1066.1499999999999
1956,8,48,627.13
1957,72,7,518.28
1958,4,110,653.19
1959,256,52,4959.1
1960,5,501,2557.18
1961,16,390,4274.16
1962,90,27,252.73000000000002
1963,72,119,429.56
1964,59,125,685.74
1965,10,1477,19766.59
1966,170,66,179.93
1967,199,5,135.93
1968,31,3,537.0
1969,19,444,7634.7300000000005
1970,152,12,735.66
1971,9,201,5090.42
1972,270,22,343.62
1973,65,94,381.0
1974,274,3,121.17000000000002
1975,25,76,1737.69
1976,23,142,1383.3600000000001
1977,319,28,207.73000000000002
1978,5,69,693.95
1979,12,114,302.1
1980,275,25,1489.5
1981,25,266,2102.54
1982,41,237,1337.72
1983,8,115,294.25
1984,4,403,54534.14
1985,71,57,987.86
1986,213,5,370.79999999999995
1987,38,155,3158.13
1988,53,42,893.59
1989,78,82,1744.76
1990,46,104,553.36
1991,179,70,1109.53
1992,373,1,106.2
1993,94,26,982.07
1994,10,54,1043.41
1995,105,41,735.67
1996,78,27,773.03
1997,173,49,880.85
1998,7,440,9743.11
1999,213,47,895.61
2000,22,33,504.8
2001,257,5,88.2
2002,282,15,306.94
2003,21,57,1160.07
2004,10,145,2420.84
2005,308,23,381.32
2006,68,30,480.71
2007,215,26,457.81
2008,18,108,4597.02
2009,104,47,1370.6
2010,43,11,219.39000000000001
2011,4,25,248.08
2012,182,3,39916.5
2013,84,23,410.48
2014,334,3,876.0
2015,9,8,317.53
2016,31,35,703.36
2017,197,67,993.54
2018,18,101,2298.93
2019,18,100,1422.52
2020,311,17,319.5
2021,142,60,1300.25
2022,246,28,484.95
2023,24,35,996.1
2024,29,84,1567.48
2025,10,97,3509.43
2026,30,197,2760.56
2027,18,21,340.11
2028,18,45,1352.75
2029,15,79,1551.78
2030,134,1,244.8
2031,246,14,266.4
2032,134,21,358.82
2033,50,28,457.72
2034,114,82,1633.78
2035,7,106,2199.31
2036,23,15,184.19
2037,25,127,11528.48
2038,66,16,406.53
2039,60,102,1471.0
2040,50,84,3447.4
2041,170,22,330.11
2042,18,52,977.9300000000001
2043,128,29,982.42
2044,15,73,1387.99
2045,239,9,139.05
2046,3,68,1286.7
2047,240,13,178.96
2048,52,80,2354.25
2049,46,26,498.74
2050,226,14,259.45
2051,8,217,6580.44
2052,4,67,1194.73
2053,165,91,1327.16
2054,240,28,623.5
2055,11,20,301.29
2056,134,23,520.8000000000001
2057,17,341,5291.33
2058,10,271,4745.69
2059,31,22,329.25
2060,75,71,254.28
2061,1,55,961.49
2062,4,125,1936.07
2063,45,7,401.40000000000003
2064,2,710,18641.010000000002
2065,357,4,158.16
2066,18,29,304.47
2067,69,101,824.58
2068,373,27,487.75
2069,321,39,158.8
2070,26,5,106.56
2071,331,5,1289.5
2072,9,110,1624.05
2073,323,11,135.75
2074,72,23,224.14
2075,260,3,40.5
2076,18,93,2206.95
2077,367,6,87.5
2078,66,16,689.4799999999999
2079,154,29,622.85
2080,29,62,402.2
2081,70,21,310.62
2082,14,19,411.41
2083,2,91,4777.18
2084,1,212,16225.39
2085,120,51,1044.32
2086,61,19,499.32
2087,3,310,7616.53
2088,3,1,3861.0
2089,11,32,1079.6100000000001
2090,92,10,193.64
2091,59,13,1268.7
2092,87,69,1236.54
2093,26,142,1827.8
2094,357,9,316.58
2095,85,37,653.24
2096,10,9,420.29999999999995
2097,1,42,870.12
2098,225,20,331.18
2099,60,52,894.4100000000001
2100,241,5,101.8
2101,319,24,328.35
2102,2,110,1661.44
2103,47,35,734.94
2104,88,2,96.6
2105,11,166,5756.89
2106,176,9,305.75
2107,52,117,1778.96
2108,366,5,403.25
2109,319,5,585.0
2110,226,20,755.75
2111,358,14,322.08
2112,234,23,409.40000000000003
2113,311,8,154.41
2114,37,58,1219.4
2115,66,125,3386.71
2116,239,23,429.6
2117,113,31,612.06
2118,277,14,197.0
2119,218,143,2247.51
2120,299,15,321.05
2121,2,99,1412.32
2122,29,50,1071.99
2123,10,49,780.59
2124,45,78,1706.57
2125,67,110,1756.44
2126,74,22,316.68
2127,65,34,631.57
2128,134,89,2515.84
2129,238,33,514.15
2130,122,6,356.0
2131,32,350,6688.46
2132,9,111,10484.99
2133,36,44,740.78
2134,16,53,918.1999999999999
2135,127,18,300.36
2136,67,47,890.85
2137,149,6,98.45
2138,283,7,317.15
2139,169,34,623.16
2140,100,77,1810.77
2141,135,19,254.82
2142,324,10,178.95000000000002
2143,107,12,156.51
2144,64,23,393.74
2145,151,82,1506.1200000000001
2146,338,6,119.3
2147,22,11,1717.36
2148,24,2,408.8
2149,16,41,2379.49
2150,7,264,2493.34
2151,57,63,721.94
2152,4,47,716.57
2153,38,41,615.14
2154,66,49,128.63
2155,47,12,255.89999999999998
2156,355,19,290.51
2157,172,16,113.12
2158,59,139,2332.15
2159,50,3,240.55
2160,22,20,486.69
2161,43,88,2306.52
2162,29,58,939.78
2163,5,204,7943.22
2164,26,103,4668.3
2165,201,24,178.39
2166,51,194,3672.86
2167,10,39,641.94
2168,2,192,4799.9
2169,67,7,4507.01
2170,64,28,496.44
2171,51,242,5049.95
2172,290,31,574.02
2173,61,23,694.4000000000001
2174,64,58,1174.35
2175,96,12,205.3
2176,274,19,310.47
2177,1,2366,60632.75
2178,75,47,924.85
2179,110,1,52.0
2180,199,24,327.97
2181,64,37,570.5
2182,327,1,165.0
2183,4,33,312.62
2184,284,16,204.5
2185,44,36,267.13
2186,71,95,2748.31
2187,86,42,679.68
2188,104,48,161.74
2189,334,29,311.71
2190,53,10,208.75
2191,39,57,1049.7
2192,32,13,714.96
2193,366,35,1661.06
2194,208,16,1028.56
2195,157,98,350.82
2196,54,35,170.22
2197,66,86,574.07
2198,81,17,2020.52
2199,130,24,406.09
2200,87,21,364.5
2201,1,26,563.94
2202,46,20,393.54
2203,333,17,252.42000000000002
2204,366,5,201.60000000000002
2205,72,9,158.04
2206,158,71,463.90999999999997
2207,373,5,115.65
2208,12,219,1934.66
2209,255,61,770.12
2210,29,14,277.05
2211,31,499,2718.03
2212,5,551,8347.2
2213,40,13,427.93
2214,362,7,418.92
2215,373,16,326.0
2216,96,29,913.19
2217,26,114,2314.32
2218,75,44,602.51
2219,57,95,1877.59
2220,21,4,446.94000000000005
2221,41,94,2386.05
2222,137,27,2007.3999999999999
2223,8,132,2415.91
2224,129,3,168.0
2225,40,116,1221.56
2226,169,194,3703.29
2227,9,36,1690.2600000000002
2228,214,8,596.85
2229,15,302,5955.71
2230,170,41,642.41
2231,40,12,316.88
2232,186,31,394.14
2233,270,10,140.54
2234,172,1,500.0
2235,5,84,1535.53
2236,16,12,231.86
2237,10,85,2183.54
2238,326,7,107.45
2239,113,14,288.18
2240,290,6,94.0
2241,16,73,1345.53
2242,1,50,815.77
2243,92,12,716.2
2244,149,42,626.77
2245,189,8,349.1
2246,31,53,510.71000000000004
2247,34,148,1046.74
2248,264,34,267.18
2249,84,122,3450.84
2250,26,98,1348.93
2251,171,10,190.53
2252,10,39,774.9000000000001
2253,313,47,559.61
2254,65,192,3984.32
2255,85,28,508.8
2256,25,8,135.86
2257,59,53,950.36
2258,323,6,97.7
2259,38,2,43.5
2260,254,17,383.34
2261,19,275,1404.07
2262,33,292,1430.54
2263,15,6,93.78
2264,27,82,397.35
2265,23,10,171.19
2266,214,41,533.3
2267,8,55,1041.48
2268,22,29,149.29
2269,12,291,1067.75
2270,262,45,200.16
2271,131,25,156.57999999999998
2272,55,62,383.68
2273,249,2,594.0
2274,2,372,3213.59
2275,9,214,1411.21
2276,264,5,113.5
2277,331,9,155.17
2278,313,28,494.64
2279,26,60,974.52
2280,30,30,429.84
2281,30,56,528.48
2282,2,279,1371.77
2283,362,25,179.1
2284,283,58,434.59000000000003
2285,262,58,237.07
2286,25,7,161.64
2287,354,56,214.26
2288,94,11,234.6
2289,29,7,126.14
2290,338,155,1044.65
2291,20,97,7354.62
2292,85,57,334.53
2293,9,52,524.88
2294,51,24,467.51
2295,50,24,538.55
2296,2,73,454.48
2297,113,76,371.56
2298,14,11,1771.2
2299,77,29,454.10999999999996
2300,40,44,1399.92
2301,116,45,905.5
2302,16,97,10879.76
2303,161,84,225.26
2304,1,187,3590.41
2305,30,85,2564.5
2306,93,2,91.32000000000001
2307,23,50,1134.28
2308,95,154,3100.09
2309,28,35,659.4599999999999
2310,33,289,1953.41
2311,21,122,1280.58
2312,18,15,1262.2
2313,3,512,13316.4
2314,8,68,1131.56
2315,16,213,10384.93
2316,363,66,141.04
2317,81,13,52.83
2318,53,97,3610.96
2319,23,161,972.08
2320,172,45,475.86
2321,189,92,1000.27
2322,331,1,250.0
2323,12,158,900.53
2324,156,7,121.0
2325,33,308,14758.220000000001
2326,12,166,4023.7200000000003
2327,45,15,62.43
2328,233,27,267.03
2329,64,210,1921.55
2330,2,18,343.5
2331,40,185,3000.2
2332,33,56,397.99
2333,84,10,412.01000000000005
2334,25,1,440.0
2335,2,156,734.37
2336,33,4,148.44
2337,19,162,2428.53
2338,254,26,229.33
2339,23,662,3962.6
2340,22,107,1497.31
2341,8,219,1972.39
2342,25,251,1564.73
2343,19,83,807.57
2344,173,72,502.9
2345,163,24,110.92
2346,7,41,538.46
2347,11,15,213.3
2348,114,29,85.13000000000001
2349,288,28,127.86
2350,9,259,3546.71
2351,54,80,288.96999999999997
2352,7,695,4910.6
2353,77,114,1681.46
2354,4,61,575.63
2355,37,29,436.06
2356,217,17,90.12
2357,60,55,428.93
2358,278,14,217.2
2359,12,887,4794.86
2360,24,31,279.77
2361,29,19,468.91
2362,12,27,800.59
2363,352,1,134.55
2364,22,113,1400.44
2365,50,8,173.16
2366,19,7,186.01
2367,3,53,758.29
2368,104,31,1375.71
2369,7,319,4148.82
2370,12,57,650.4300000000001
2371,5,212,2533.42
2372,32,97,591.1899999999999
2373,178,152,675.64
2374,38,43,921.37
2375,151,39,258.88
2376,162,13,127.1
2377,69,48,327.6
2378,121,147,3675.77
2379,25,44,682.9100000000001
2380,24,122,720.86
2381,177,31,455.3
2382,50,9,913.6800000000001
2383,256,29,478.53000000000003
2384,47,24,388.58
2385,71,5,199.8
2386,16,103,1771.78
2387,101,77,1406.59
2388,35,22,324.57
2389,53,14,240.68
2390,27,52,761.74
2391,11,410,6776.56
2392,8,47,1297.8700000000001
2393,79,2,48.480000000000004
2394,52,17,216.39
2395,36,67,1198.23
2396,61,77,2920.16
2397,337,13,104.76
2398,28,60,1093.68
2399,184,16,298.48
2400,52,6,112.46000000000001
2401,10,43,1591.45
2402,36,6,195.15
2403,10,423,10399.74
2404,33,45,776.851
2405,11,3,336.40000000000003
2406,57,100,1553.18
2407,4,16,1293.03
2408,43,185,3709.56
2409,141,19,301.03
2410,117,34,588.13
2411,104,64,1534.26
2412,75,49,675.8
2413,5,155,2870.2400000000002
2414,45,60,1186.35
2415,16,167,3285.31
2416,17,15,243.55
2417,90,25,724.76
2418,53,15,223.36
2419,134,25,425.32
2420,4,476,12416.11
2421,105,119,1887.2
2422,192,33,664.0
2423,166,232,803.54
2424,19,52,612.01
2425,158,35,447.64000000000004
2426,204,24,639.5
2427,336,2,816.0
2428,37,32,646.3
2429,91,21,337.74
2430,93,6,877.4399999999999
2431,9,21,922.53
2432,243,34,560.67
2433,45,47,748.5
2434,23,1,30.0
2435,190,48,1024.1000000000001
2436,44,11,306.45
2437,25,90,1600.86
2438,317,5,309.8
