,CustomerID,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMClass,RFM_Segment,Cluster
1014,13717.0,32,102,1445.01,2,1,2,212,Loyal Customers,1
1015,13718.0,246,12,306.55,4,4,3,443,Other,0
1016,13719.0,15,60,1041.68,1,2,2,122,Other,1
1017,13720.0,117,43,799.9,3,2,2,322,Inactive But Potentially Returning,1
1018,13721.0,36,28,524.14,2,3,3,233,Other,1
1019,13722.0,132,85,2375.41,3,2,1,321,High Spenders,1
1020,13723.0,217,6,199.85000000000002,4,4,4,444,Inactive and Unlikely to Return,0
1021,13725.0,50,104,1980.56,2,1,1,211,Loyal Customers,1
1022,13726.0,39,42,1079.6599999999999,2,2,2,222,Other,1
1023,13727.0,29,20,333.48,2,3,3,233,Other,1
1024,13728.0,37,63,1016.14,2,2,2,222,Other,1
1025,13730.0,136,43,752.6,3,2,2,322,Inactive But Potentially Returning,1
1026,13731.0,219,38,610.59,4,3,3,433,Other,0
1027,13732.0,28,33,491.86,2,3,3,233,Other,1
1028,13735.0,25,195,2883.54,2,1,1,211,Loyal Customers,1
1029,13736.0,5,190,729.8,1,1,2,112,Loyal Customers,1
1030,13737.0,200,30,339.59999999999997,4,3,3,433,Other,0
1031,13739.0,18,3,216.9,1,4,4,144,Other,1
1032,13740.0,241,23,350.75,4,3,3,433,Other,0
1033,13741.0,72,34,668.4300000000001,3,3,3,333,Other,1
1034,13742.0,17,313,3107.87,1,1,1,111,Top Tier,1
1035,13743.0,3,41,1341.6,1,3,2,132,Other,1
1036,13744.0,95,63,1080.52,3,2,2,322,Inactive But Potentially Returning,1
1037,13745.0,162,25,300.04,4,3,4,434,Other,0
1038,13747.0,374,1,79.6,4,4,4,444,Inactive and Unlikely to Return,0
1039,13748.0,96,28,948.25,3,3,2,332,Other,1
1040,13750.0,54,24,1647.26,3,3,2,332,Other,1
1041,13751.0,288,9,296.25,4,4,4,444,Inactive and Unlikely to Return,0
1042,13752.0,124,75,1175.38,3,2,2,322,Inactive But Potentially Returning,1
1043,13753.0,288,35,741.26,4,3,2,432,Other,0
1044,13754.0,152,12,282.59999999999997,4,4,4,444,Inactive and Unlikely to Return,0
1045,13755.0,4,321,2108.06,1,1,1,111,Top Tier,1
1046,13756.0,2,142,5189.52,1,1,1,111,Top Tier,1
1047,13758.0,12,117,3190.55,1,1,1,111,Top Tier,1
1048,13759.0,33,25,659.4100000000001,2,3,3,233,Other,1
1049,13760.0,54,57,286.79,3,2,4,324,Other,1
1050,13761.0,50,70,1070.65,2,2,2,222,Other,1
1051,13762.0,219,7,306.72,4,4,3,443,Other,0
1052,13763.0,63,15,1714.96,3,4,1,341,High Spenders,1
1053,13764.0,71,207,1519.42,3,1,2,312,Loyal Customers,1
1054,13767.0,2,368,17220.36,1,1,1,111,Top Tier,1
1055,13769.0,2,135,2796.51,1,1,1,111,Top Tier,1
1056,13771.0,64,119,2634.45,3,1,1,311,Loyal Customers,1
1057,13772.0,34,173,1122.63,2,1,2,212,Loyal Customers,1
1058,13774.0,82,22,345.0,3,3,3,333,Other,1
1059,13777.0,1,197,25977.16,1,1,1,111,Top Tier,1
1060,13778.0,103,9,178.7,3,4,4,344,Other,1
1061,13780.0,7,57,360.01,1,2,3,123,Other,1
1062,13781.0,251,17,127.84,4,4,4,444,Inactive and Unlikely to Return,0
1063,13782.0,13,113,908.86,1,1,2,112,Loyal Customers,1
1064,13784.0,10,31,2462.79,1,3,1,131,High Spenders,1
1065,13786.0,367,7,230.39999999999998,4,4,4,444,Inactive and Unlikely to Return,0
1066,13787.0,76,31,309.04,3,3,3,333,Other,1
1067,13790.0,4,45,348.8,1,2,3,123,Other,1
1068,13791.0,128,11,1516.0,3,4,2,342,Other,1
1069,13792.0,66,13,195.55,3,4,4,344,Other,1
1070,13798.0,1,349,37153.85,1,1,1,111,Top Tier,1
1071,13799.0,117,39,688.86,3,3,2,332,Other,1
1072,13800.0,310,33,558.32,4,3,3,433,Other,0
1073,13801.0,67,23,324.8,3,3,3,333,Other,1
1074,13802.0,139,60,4599.42,3,2,1,321,High Spenders,1
1075,13803.0,255,17,277.07,4,4,4,444,Inactive and Unlikely to Return,0
1076,13804.0,31,135,2588.39,2,1,1,211,Loyal Customers,1
1077,13805.0,52,13,924.6,3,4,2,342,Other,1
1078,13806.0,64,10,256.38,3,4,4,344,Other,1
1079,13807.0,367,7,112.6,4,4,4,444,Inactive and Unlikely to Return,0
1080,13808.0,6,76,1747.66,1,2,1,121,High Spenders,1
1081,13809.0,305,12,155.05,4,4,4,444,Inactive and Unlikely to Return,0
1082,13810.0,29,35,1499.01,2,3,2,232,Other,1
1083,13811.0,184,13,814.5,4,4,2,442,Other,0
1084,13812.0,42,36,539.0,2,3,3,233,Other,1
1085,13813.0,40,69,1366.8600000000001,2,2,2,222,Other,1
1086,13814.0,92,57,1579.12,3,2,2,322,Inactive But Potentially Returning,1
1087,13815.0,22,176,4027.36,2,1,1,211,Loyal Customers,1
1088,13816.0,24,28,571.6700000000001,2,3,3,233,Other,1
1089,13817.0,29,24,382.98,2,3,3,233,Other,1
1090,13819.0,302,36,1140.35,4,3,2,432,Other,0
1091,13821.0,145,59,385.64,4,2,3,423,Other,0
1092,13822.0,6,96,632.0,1,2,3,123,Other,1
1093,13823.0,19,40,957.66,2,3,2,232,Other,1
1094,13824.0,33,46,1698.94,2,2,1,221,High Spenders,1
1095,13826.0,176,10,189.5,4,4,4,444,Inactive and Unlikely to Return,0
1096,13827.0,58,92,409.8,3,2,3,323,Other,1
1097,13828.0,22,15,209.49,2,4,4,244,Other,1
1098,13831.0,16,72,2198.45,1,2,1,121,High Spenders,1
1099,13832.0,19,3,52.199999999999996,2,4,4,244,Other,1
1100,13833.0,159,28,383.85,4,3,3,433,Other,0
1101,13835.0,25,55,834.57,2,2,2,222,Other,1
1102,13837.0,212,18,266.59000000000003,4,3,4,434,Other,0
1103,13838.0,6,165,674.82,1,1,2,112,Loyal Customers,1
1104,13841.0,253,1,85.0,4,4,4,444,Inactive and Unlikely to Return,0
1105,13842.0,59,206,3385.62,3,1,1,311,Loyal Customers,1
1106,13844.0,11,20,361.62,1,3,3,133,Other,1
1107,13845.0,65,9,312.98,3,4,3,343,Other,1
1108,13846.0,25,55,865.0600000000001,2,2,2,222,Other,1
1109,13848.0,92,5,1255.0,3,4,2,342,Other,1
1110,13849.0,52,101,1537.95,3,1,2,312,Loyal Customers,1
1111,13850.0,129,93,1595.48,3,2,2,322,Inactive But Potentially Returning,1
1112,13851.0,96,81,2651.46,3,2,1,321,High Spenders,1
1113,13853.0,57,23,1090.14,3,3,2,332,Other,1
1114,13854.0,9,110,8109.5199999999995,1,1,1,111,Top Tier,1
1115,13856.0,169,14,388.5,4,4,3,443,Other,0
1116,13858.0,57,11,216.17,3,4,4,344,Other,1
1117,13859.0,326,28,201.16,4,3,4,434,Other,0
1118,13860.0,1,76,1245.9,1,2,2,122,Other,1
1119,13862.0,18,139,2209.36,1,1,1,111,Top Tier,1
1120,13863.0,248,20,305.78,4,3,4,434,Other,0
1121,13865.0,58,30,501.56,3,3,3,333,Other,1
1122,13866.0,74,7,145.67000000000002,3,4,4,344,Other,1
1123,13867.0,31,60,1005.09,2,2,2,222,Other,1
1124,13868.0,7,33,3192.54,1,3,1,131,High Spenders,1
1125,13869.0,123,304,3083.65,3,1,1,311,Loyal Customers,1
1126,13870.0,2,115,2770.94,1,1,1,111,Top Tier,1
1127,13871.0,23,336,6403.25,2,1,1,211,Loyal Customers,1
1128,13873.0,120,23,389.6,3,3,3,333,Other,1
1129,13874.0,358,18,540.45,4,3,3,433,Other,0
1130,13875.0,54,104,1786.79,3,1,1,311,Loyal Customers,1
1131,13876.0,64,7,122.7,3,4,4,344,Other,1
1132,13877.0,86,3,117.24,3,4,4,344,Other,1
1133,13878.0,55,35,1271.57,3,3,2,332,Other,1
1134,13880.0,21,165,3219.77,2,1,1,211,Loyal Customers,1
1135,13881.0,4,178,17159.52,1,1,1,111,Top Tier,1
1136,13882.0,3,65,1191.13,1,2,2,122,Other,1
1137,13883.0,11,142,2674.48,1,1,1,111,Top Tier,1
1138,13884.0,7,59,787.6,1,2,2,122,Other,1
1139,13885.0,189,28,506.8,4,3,3,433,Other,0
1140,13886.0,71,16,243.56,3,4,4,344,Other,1
1141,13887.0,204,19,349.55,4,3,3,433,Other,0
1142,13888.0,120,39,595.67,3,3,3,333,Other,1
1143,13889.0,93,15,416.90000000000003,3,4,3,343,Other,1
1144,13890.0,1,110,1883.8100000000002,1,1,1,111,Top Tier,1
1145,13892.0,27,27,632.97,2,3,3,233,Other,1
1146,13893.0,298,21,821.1,4,3,2,432,Other,0
1147,13894.0,24,27,564.62,2,3,3,233,Other,1
1148,13895.0,28,118,2593.07,2,1,1,211,Loyal Customers,1
1149,13897.0,50,17,311.16,2,4,3,243,Other,1
1150,13898.0,326,12,155.93,4,4,4,444,Inactive and Unlikely to Return,0
1151,13899.0,16,19,388.52,1,3,3,133,Other,1
1152,13900.0,183,43,740.95,4,2,2,422,Other,0
1153,13901.0,72,149,2867.2,3,1,1,311,Loyal Customers,1
1154,13904.0,37,26,332.64,2,3,3,233,Other,1
1155,13908.0,80,122,2369.55,3,1,1,311,Loyal Customers,1
1156,13911.0,57,148,2580.91,3,1,1,311,Loyal Customers,1
1157,13914.0,12,33,626.45,1,3,3,133,Other,1
1158,13917.0,50,18,272.04,2,3,4,234,Other,1
1159,13918.0,50,30,1212.8400000000001,2,3,2,232,Other,1
1160,13919.0,59,28,384.81,3,3,3,333,Other,1
1161,13922.0,352,7,172.25,4,4,4,444,Inactive and Unlikely to Return,0
1162,13923.0,54,20,351.13,3,3,3,333,Other,1
1163,13924.0,2,117,1838.8500000000001,1,1,1,111,Top Tier,1
1164,13925.0,93,41,678.25,3,3,2,332,Other,1
1165,13926.0,23,11,223.85000000000002,2,4,4,244,Other,1
1166,13927.0,75,21,348.99,3,3,3,333,Other,1
1167,13928.0,11,27,464.57,1,3,3,133,Other,1
1168,13929.0,169,9,842.65,4,4,2,442,Other,0
1169,13930.0,58,17,337.34,3,4,3,343,Other,1
1170,13931.0,96,58,1237.53,3,2,2,322,Inactive But Potentially Returning,1
1171,13932.0,295,16,307.4,4,4,3,443,Other,0
1172,13933.0,109,23,608.7900000000001,3,3,3,333,Other,1
1173,13934.0,264,31,922.1,4,3,2,432,Other,0
1174,13936.0,180,26,376.58,4,3,3,433,Other,0
1175,13937.0,169,9,158.85,4,4,4,444,Inactive and Unlikely to Return,0
1176,13938.0,35,7,71.66,2,4,4,244,Other,1
1177,13939.0,23,45,568.55,2,2,3,223,Other,1
1178,13940.0,17,49,839.14,1,2,2,122,Other,1
1179,13941.0,22,45,5112.96,2,2,1,221,High Spenders,1
1180,13946.0,79,11,561.5699999999999,3,4,3,343,Other,1
1181,13947.0,65,5,90.6,3,4,4,344,Other,1
1182,13948.0,361,3,102.0,4,4,4,444,Inactive and Unlikely to Return,0
1183,13949.0,3,160,2427.32,1,1,1,111,Top Tier,1
1184,13950.0,11,35,745.06,1,3,2,132,Other,1
1185,13951.0,176,39,674.45,4,3,2,432,Other,0
1186,13952.0,218,137,3251.071,4,1,1,411,Loyal Customers,0
1187,13953.0,7,20,3515.68,1,3,1,131,High Spenders,1
1188,13954.0,2,25,439.92,1,3,3,133,Other,1
1189,13955.0,154,33,322.96,4,3,3,433,Other,0
1190,13956.0,5,147,1019.27,1,1,2,112,Loyal Customers,1
1191,13959.0,79,90,594.04,3,2,3,323,Other,1
1192,13960.0,21,12,230.22,2,4,4,244,Other,1
1193,13962.0,22,11,169.55,2,4,4,244,Other,1
1194,13963.0,308,35,664.54,4,3,3,433,Other,0
1195,13967.0,146,2,80.7,4,4,4,444,Inactive and Unlikely to Return,0
1196,13969.0,7,619,9024.17,1,1,1,111,Top Tier,1
1197,13971.0,19,149,2758.26,2,1,1,211,Loyal Customers,1
1198,13972.0,71,15,190.25,3,4,4,344,Other,1
1199,13973.0,287,11,264.7,4,4,4,444,Inactive and Unlikely to Return,0
1200,13974.0,49,28,413.59000000000003,2,3,3,233,Other,1
1201,13975.0,31,329,2461.2400000000002,2,1,1,211,Loyal Customers,1
1202,13976.0,207,10,357.98,4,4,3,443,Other,0
1203,13978.0,15,15,196.79000000000002,1,4,4,144,Other,1
1204,13979.0,73,54,869.87,3,2,2,322,Inactive But Potentially Returning,1
1205,13980.0,60,11,200.14,3,4,4,344,Other,1
1206,13982.0,39,111,1871.81,2,1,1,211,Loyal Customers,1
1207,13983.0,30,107,2603.43,2,1,1,211,Loyal Customers,1
1208,13984.0,27,16,920.51,2,4,2,242,Other,1
1209,13985.0,4,351,7060.13,1,1,1,111,Top Tier,1
1210,13986.0,17,13,320.46,1,4,3,143,Other,1
1211,13988.0,20,234,4147.96,2,1,1,211,Loyal Customers,1
1212,13989.0,66,41,1266.08,3,3,2,332,Other,1
1213,13990.0,213,16,311.3,4,4,3,443,Other,0
1214,13991.0,12,82,852.88,1,2,2,122,Other,1
1215,13992.0,30,5,76.8,2,4,4,244,Other,1
1216,13993.0,43,121,3466.36,2,1,1,211,Loyal Customers,1
1217,13994.0,4,148,2274.14,1,1,1,111,Top Tier,1
1218,13995.0,15,86,1393.69,1,2,2,122,Other,1
1219,13999.0,10,208,3901.81,1,1,1,111,Top Tier,1
1220,14000.0,211,15,635.66,4,4,3,443,Other,0
1221,14001.0,46,39,2043.0800000000002,2,3,1,231,High Spenders,1
1222,14002.0,134,47,529.73,3,2,3,323,Other,1
1223,14004.0,43,171,4582.64,2,1,1,211,Loyal Customers,1
1224,14005.0,10,84,2874.72,1,2,1,121,High Spenders,1
1225,14006.0,116,30,962.19,3,3,2,332,Other,1
1226,14009.0,198,42,695.61,4,2,2,422,Other,0
1227,14012.0,278,11,328.8,4,4,3,443,Other,0
1228,14013.0,110,34,473.02,3,3,3,333,Other,1
1229,14014.0,77,39,505.18,3,3,3,333,Other,1
1230,14015.0,53,20,917.34,3,3,2,332,Other,1
1231,14016.0,162,161,4341.21,4,1,1,411,Loyal Customers,0
1232,14019.0,47,66,1421.61,2,2,2,222,Other,1
1233,14020.0,17,39,642.8,1,3,3,133,Other,1
1234,14021.0,155,22,631.9,4,3,3,433,Other,0
1235,14022.0,225,28,440.0,4,3,3,433,Other,0
1236,14023.0,7,31,584.07,1,3,3,133,Other,1
1237,14024.0,122,16,327.7,3,4,3,343,Other,1
1238,14027.0,61,6,104.82,3,4,4,344,Other,1
1239,14029.0,63,15,467.66,3,4,3,343,Other,1
1240,14030.0,18,242,2358.84,1,1,1,111,Top Tier,1
1241,14031.0,7,250,17286.86,1,1,1,111,Top Tier,1
1242,14032.0,2,143,2975.59,1,1,1,111,Top Tier,1
1243,14034.0,22,86,648.89,2,2,3,223,Other,1
1244,14035.0,29,66,1428.02,2,2,2,222,Other,1
1245,14036.0,285,38,626.65,4,3,3,433,Other,0
1246,14037.0,176,28,147.20000000000002,4,3,4,434,Other,0
1247,14038.0,78,92,1560.38,3,2,2,322,Inactive But Potentially Returning,1
1248,14039.0,33,6,152.2,2,4,4,244,Other,1
1249,14040.0,41,229,3560.32,2,1,1,211,Loyal Customers,1
1250,14041.0,266,21,141.41,4,3,4,434,Other,0
1251,14044.0,27,206,646.42,2,1,3,213,Loyal Customers,1
1252,14045.0,109,6,1659.75,3,4,2,342,Other,1
1253,14046.0,284,14,154.99,4,4,4,444,Inactive and Unlikely to Return,0
1254,14047.0,9,32,1308.6100000000001,1,3,2,132,Other,1
1255,14048.0,305,85,409.93,4,2,3,423,Other,0
1256,14049.0,17,478,5578.72,1,1,1,111,Top Tier,1
1257,14050.0,32,54,746.36,2,2,2,222,Other,1
1258,14051.0,1,210,15610.390000000001,1,1,1,111,Top Tier,1
1259,14052.0,20,56,225.36,2,2,4,224,Other,1
1260,14053.0,124,4,260.25,3,4,4,344,Other,1
1261,14054.0,65,6,92.46,3,4,4,344,Other,1
1262,14055.0,106,10,725.6400000000001,3,4,2,342,Other,1
1263,14056.0,1,1088,8152.71,1,1,1,111,Top Tier,1
1264,14057.0,24,283,6211.66,2,1,1,211,Loyal Customers,1
1265,14059.0,267,8,183.6,4,4,4,444,Inactive and Unlikely to Return,0
1266,14060.0,5,202,6140.42,1,1,1,111,Top Tier,1
1267,14062.0,10,111,10464.85,1,1,1,111,Top Tier,1
1268,14064.0,29,77,1334.34,2,2,2,222,Other,1
1269,14066.0,267,7,152.55,4,4,4,444,Inactive and Unlikely to Return,0
1270,14067.0,64,52,374.7,3,2,3,323,Other,1
1271,14068.0,320,24,265.85,4,3,4,434,Other,0
1272,14071.0,4,323,1437.57,1,1,2,112,Loyal Customers,1
1273,14073.0,32,13,151.04,2,4,4,244,Other,1
1274,14075.0,5,43,942.26,1,2,2,122,Other,1
1275,14076.0,129,44,118.67,3,2,4,324,Other,1
1276,14077.0,41,42,499.41999999999996,2,2,3,223,Other,1
1277,14078.0,102,65,1049.37,3,2,2,322,Inactive But Potentially Returning,1
1278,14079.0,125,12,375.1,3,4,3,343,Other,1
1279,14080.0,33,4,45.599999999999994,2,4,4,244,Other,1
1280,14081.0,302,150,921.62,4,1,2,412,Loyal Customers,0
1281,14082.0,365,29,182.25,4,3,4,434,Other,0
1282,14083.0,4,177,1002.9,1,1,2,112,Loyal Customers,1
1283,14085.0,2,448,4421.29,1,1,1,111,Top Tier,1
1284,14087.0,3,68,191.47,1,2,4,124,Other,1
1285,14088.0,10,589,50491.81,1,1,1,111,Top Tier,1
1286,14089.0,57,13,158.75,3,4,4,344,Other,1
1287,14090.0,325,1,76.32000000000001,4,4,4,444,Inactive and Unlikely to Return,0
1288,14092.0,8,214,4076.91,1,1,1,111,Top Tier,1
1289,14093.0,12,100,433.86,1,1,3,113,Loyal Customers,1
1290,14096.0,4,5111,65164.79,1,1,1,111,Top Tier,2
1291,14098.0,37,21,147.35,2,3,4,234,Other,1
1292,14099.0,16,250,3104.17,1,1,1,111,Top Tier,1
1293,14100.0,138,25,191.95000000000002,3,3,4,334,Other,1
1294,14101.0,74,35,5976.79,3,3,1,331,High Spenders,1
1295,14102.0,5,58,1105.8799999999999,1,2,2,122,Other,1
1296,14104.0,155,21,216.20999999999998,4,3,4,434,Other,0
1297,14105.0,239,74,1266.23,4,2,2,422,Other,0
1298,14107.0,52,123,2703.23,3,1,1,311,Loyal Customers,1
1299,14108.0,31,34,597.91,2,3,3,233,Other,1
1300,14109.0,73,9,144.2,3,4,4,344,Other,1
1301,14110.0,4,156,5683.15,1,1,1,111,Top Tier,1
1302,14111.0,14,10,692.85,1,4,2,142,Other,1
1303,14112.0,23,160,2915.15,2,1,1,211,Loyal Customers,1
1304,14113.0,4,34,1840.42,1,3,1,131,High Spenders,1
1305,14114.0,274,15,386.53,4,4,3,443,Other,0
1306,14116.0,20,72,1382.74,2,2,2,222,Other,1
1307,14117.0,144,3,90.0,4,4,4,444,Inactive and Unlikely to Return,0
1308,14121.0,4,159,2780.15,1,1,1,111,Top Tier,1
1309,14124.0,84,5,419.58000000000004,3,4,3,343,Other,1
1310,14125.0,11,166,2720.63,1,1,1,111,Top Tier,1
1311,14126.0,8,15,706.1300000000001,1,4,2,142,Other,1
1312,14127.0,123,44,709.71,3,2,2,322,Inactive But Potentially Returning,1
1313,14128.0,61,46,637.5,3,2,3,323,Other,1
1314,14129.0,2,52,1123.8600000000001,1,2,2,122,Other,1
1315,14130.0,319,66,480.91,4,2,3,423,Other,0
1316,14132.0,2,200,3586.0299999999997,1,1,1,111,Top Tier,1
1317,14133.0,130,28,605.64,3,3,3,333,Other,1
1318,14135.0,2,134,4690.31,1,1,1,111,Top Tier,1
1319,14138.0,2,46,965.8800000000001,1,2,2,122,Other,1
1320,14139.0,46,26,415.82,2,3,3,233,Other,1
1321,14140.0,4,66,935.05,1,2,2,122,Other,1
1322,14141.0,3,40,915.13,1,3,2,132,Other,1
1323,14142.0,373,22,311.81,4,3,3,433,Other,0
1324,14143.0,134,7,115.8,3,4,4,344,Other,1
1325,14145.0,47,11,3742.2,2,4,1,241,High Spenders,1
1326,14146.0,9,210,4191.0,1,1,1,111,Top Tier,1
1327,14147.0,78,5,483.4,3,4,3,343,Other,1
1328,14148.0,234,3,157.2,4,4,4,444,Inactive and Unlikely to Return,0
1329,14149.0,221,28,446.62,4,3,3,433,Other,0
1330,14150.0,36,26,658.64,2,3,3,233,Other,1
1331,14152.0,75,49,621.29,3,2,3,323,Other,1
1332,14154.0,239,52,1345.62,4,2,2,422,Other,0
1333,14155.0,266,6,118.75,4,4,4,444,Inactive and Unlikely to Return,0
1334,14156.0,10,1395,117210.08,1,1,1,111,Top Tier,2
1335,14157.0,20,46,424.89000000000004,2,2,3,223,Other,1
1336,14158.0,40,41,507.66,2,3,3,233,Other,1
1337,14159.0,20,1175,4630.35,2,1,1,211,Loyal Customers,1
1338,14161.0,216,104,1097.6200000000001,4,1,2,412,Loyal Customers,0
1339,14162.0,174,25,289.36,4,3,4,434,Other,0
1340,14163.0,87,52,2445.91,3,2,1,321,High Spenders,1
1341,14164.0,71,29,1631.77,3,3,2,332,Other,1
1342,14165.0,276,24,120.44,4,3,4,434,Other,0
1343,14167.0,39,50,562.59,2,2,3,223,Other,1
1344,14171.0,98,58,363.79,3,2,3,323,Other,1
1345,14173.0,11,29,450.84,1,3,3,133,Other,1
1346,14174.0,33,26,134.46,2,3,4,234,Other,1
1347,14175.0,60,149,3222.3,3,1,1,311,Loyal Customers,1
1348,14176.0,297,31,576.9000000000001,4,3,3,433,Other,0
1349,14177.0,86,41,549.46,3,3,3,333,Other,1
1350,14178.0,9,318,1600.26,1,1,2,112,Loyal Customers,1
1351,14179.0,41,157,701.57,2,1,2,212,Loyal Customers,1
1352,14180.0,11,240,4748.52,1,1,1,111,Top Tier,1
1353,14184.0,67,24,452.89,3,3,3,333,Other,1
1354,14185.0,331,3,197.65,4,4,4,444,Inactive and Unlikely to Return,0
1355,14188.0,31,65,2054.36,2,2,1,221,High Spenders,1
1356,14189.0,2,265,4654.08,1,1,1,111,Top Tier,1
1357,14191.0,2,259,4684.76,1,1,1,111,Top Tier,1
1358,14193.0,68,42,853.39,3,2,2,322,Inactive But Potentially Returning,1
1359,14194.0,5,579,11349.52,1,1,1,111,Top Tier,1
1360,14195.0,202,7,1012.0,4,4,2,442,Other,0
1361,14196.0,107,6,335.52,3,4,3,343,Other,1
1362,14198.0,18,39,701.4,1,3,2,132,Other,1
1363,14199.0,218,2,185.39999999999998,4,4,4,444,Inactive and Unlikely to Return,0
1364,14201.0,60,37,747.44,3,3,2,332,Other,1
1365,14204.0,2,39,150.61,1,3,4,134,Other,1
1366,14205.0,17,24,466.7,1,3,3,133,Other,1
1367,14206.0,239,20,328.15999999999997,4,3,3,433,Other,0
1368,14208.0,95,10,151.74,3,4,4,344,Other,1
1369,14209.0,11,87,2073.43,1,2,1,121,High Spenders,1
1370,14210.0,106,102,1905.8400000000001,3,1,1,311,Loyal Customers,1
1371,14211.0,53,112,2241.1,3,1,1,311,Loyal Customers,1
1372,14212.0,90,9,1070.48,3,4,2,342,Other,1
1373,14214.0,31,67,1004.38,2,2,2,222,Other,1
1374,14215.0,12,108,1789.72,1,1,1,111,Top Tier,1
1375,14216.0,3,59,1839.3,1,2,1,121,High Spenders,1
1376,14217.0,2,100,2004.98,1,1,1,111,Top Tier,1
1377,14218.0,43,12,169.48000000000002,2,4,4,244,Other,1
1378,14219.0,4,7,89.94,1,4,4,144,Other,1
1379,14220.0,247,21,632.4,4,3,3,433,Other,0
1380,14221.0,42,193,3432.8,2,1,1,211,Loyal Customers,1
1381,14222.0,177,41,683.17,4,3,2,432,Other,0
1382,14223.0,92,60,991.13,3,2,2,322,Inactive But Potentially Returning,1
1383,14224.0,110,113,1009.73,3,1,2,312,Loyal Customers,1
1384,14226.0,29,66,2214.79,2,2,1,221,High Spenders,1
1385,14227.0,26,175,3350.96,2,1,1,211,Loyal Customers,1
1386,14229.0,52,40,1547.2,3,3,2,332,Other,1
1387,14231.0,184,50,925.71,4,2,2,422,Other,0
1388,14232.0,43,115,2048.07,2,1,1,211,Loyal Customers,1
1389,14233.0,49,35,1462.72,2,3,2,232,Other,1
1390,14234.0,22,147,754.12,2,1,2,212,Loyal Customers,1
1391,14235.0,75,79,3144.86,3,2,1,321,High Spenders,1
1392,14236.0,81,15,490.86,3,4,3,343,Other,1
1393,14237.0,373,9,161.0,4,4,4,444,Inactive and Unlikely to Return,0
1394,14238.0,326,8,146.85,4,4,4,444,Inactive and Unlikely to Return,0
1395,14239.0,43,112,2380.85,2,1,1,211,Loyal Customers,1
1396,14240.0,30,42,890.34,2,2,2,222,Other,1
1397,14241.0,184,10,213.70000000000002,4,4,4,444,Inactive and Unlikely to Return,0
1398,14242.0,235,16,280.55,4,4,4,444,Inactive and Unlikely to Return,0
1399,14243.0,9,141,2588.77,1,1,1,111,Top Tier,1
1400,14245.0,220,108,1693.45,4,1,1,411,Loyal Customers,0
1401,14246.0,111,75,1474.06,3,2,2,322,Inactive But Potentially Returning,1
1402,14247.0,278,20,136.76999999999998,4,3,4,434,Other,0
1403,14248.0,318,8,302.58,4,4,4,444,Inactive and Unlikely to Return,0
1404,14250.0,7,111,1904.05,1,1,1,111,Top Tier,1
1405,14251.0,2,78,2879.7000000000003,1,2,1,121,High Spenders,1
1406,14256.0,260,53,969.0600000000001,4,2,2,422,Other,0
1407,14257.0,64,106,3099.7200000000003,3,1,1,311,Loyal Customers,1
1408,14258.0,9,111,12669.98,1,1,1,111,Top Tier,1
1409,14259.0,142,5,120.0,3,4,4,344,Other,0
1410,14261.0,51,52,1163.45,2,2,2,222,Other,1
1411,14262.0,8,143,2618.23,1,1,1,111,Top Tier,1
1412,14264.0,155,17,333.97,4,4,3,443,Other,0
1413,14265.0,109,31,530.18,3,3,3,333,Other,1
1414,14267.0,163,55,1516.24,4,2,2,422,Other,0
1415,14270.0,332,29,492.65000000000003,4,3,3,433,Other,0
1416,14271.0,226,10,112.32,4,4,4,444,Inactive and Unlikely to Return,0
1417,14272.0,74,33,437.96,3,3,3,333,Other,1
1418,14273.0,51,29,559.97,2,3,3,233,Other,1
1419,14276.0,99,64,1119.74,3,2,2,322,Inactive But Potentially Returning,1
1420,14277.0,15,222,4188.0,1,1,1,111,Top Tier,1
1421,14280.0,197,8,134.04,4,4,4,444,Inactive and Unlikely to Return,0
1422,14282.0,3,154,3701.44,1,1,1,111,Top Tier,1
1423,14284.0,31,32,595.25,2,3,3,233,Other,1
1424,14285.0,21,27,1910.01,2,3,1,231,High Spenders,1
1425,14286.0,24,280,4628.75,2,1,1,211,Loyal Customers,1
1426,14287.0,8,9,176.63,1,4,4,144,Other,1
1427,14288.0,213,16,426.6,4,4,3,443,Other,0
1428,14289.0,9,47,911.26,1,2,2,122,Other,1
1429,14290.0,11,101,2314.65,1,1,1,111,Top Tier,1
1430,14291.0,2,237,3883.25,1,1,1,111,Top Tier,1
1431,14292.0,8,100,4871.93,1,1,1,111,Top Tier,1
1432,14293.0,3,61,1046.56,1,2,2,122,Other,1
1433,14295.0,40,5,166.20000000000002,2,4,4,244,Other,1
1434,14297.0,18,62,1305.33,1,2,2,122,Other,1
1435,14298.0,8,1637,51527.3,1,1,1,111,Top Tier,1
1436,14299.0,8,143,3965.62,1,1,1,111,Top Tier,1
1437,14300.0,19,3,43.2,2,4,4,244,Other,1
1438,14301.0,117,13,640.14,3,4,3,343,Other,1
1439,14304.0,223,17,383.45,4,4,3,443,Other,0
1440,14305.0,71,105,1858.96,3,1,1,311,Loyal Customers,1
1441,14306.0,51,33,2093.32,2,3,1,231,High Spenders,1
1442,14307.0,89,180,2995.72,3,1,1,311,Loyal Customers,1
1443,14309.0,8,117,2352.53,1,1,1,111,Top Tier,1
